"","Country.Name","Region","IncomeGroup","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"1","Aruba","Latin America & Caribbean","High income",97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.29125214,97.244390873,97.197529606,97.150668339,97.103807072,97.056945805,97.010084538,96.963223271,96.916362004,96.869500737,96.82263947,96.94573688875,97.0688343075,97.19193172625,97.315029145,97.43812656375,97.5612239825,97.68432140125,97.80741882,97.80741882,97.80741882
"2","Afghanistan","South Asia","Low income",18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.15768051,18.57302957625,18.9883786425,19.40372770875,19.819076775,20.23442584125,20.6497749075,21.06512397375,21.48047304,21.89582210625,22.3111711725,22.72652023875,23.141869305,23.55721837125,23.9725674375,24.38791650375,24.80326557,25.21861463625,25.6339637025,26.04931276875,26.464661835,26.88001090125,27.2953599675,27.71070903375,28.1260581,28.54140716625,28.9567562325,29.37210529875,29.787454365,30.20280343125,30.6181524975,31.03350156375,31.44885063,33.1018317071429,34.7548127842857,36.4077938614286,38.0607749385714,39.7137560157143,41.3667370928571,43.01971817,43.01971817,43.01971817
"3","Angola","Sub-Saharan Africa","Lower middle income",67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.4054184,67.2996256938462,67.1938329876923,67.0880402815385,66.9822475753846,66.8764548692308,66.7706621630769,66.6648694569231,66.5590767507692,66.4532840446154,66.3474913384615,66.2416986323077,66.1359059261539,66.03011322,66.03011322,66.03011322,66.03011322,66.03011322,66.03011322,66.03011322
"4","Albania","Europe & Central Asia","Upper middle income",98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.71298218,98.3166471228571,97.9203120657143,97.5239770085714,97.1276419514286,96.7313068942857,96.3349718371429,95.93863678,96.2408574433333,96.5430781066667,96.84529877,97.24697113,97.39600118,97.54503123,97.69406128,97.84309133,97.99212138,98.14115143,98.14115143,98.14115143
"5","Andorra","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Arab World","","",44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,44.90296936,45.26824188,45.6868782,46.20201874,46.76898956,47.41513062,47.62678146,48.47256851,49.32794189,50.30286026,50.8902092,51.87934113,52.78355026,53.75408936,54.85839081,55.79608917,56.51779938,57.35206985,58.33942032,59.80857086,60.54454041,61.72372055,62.75603104,63.68452835,64.8777771,66.04557037,68.68773651,69.63665771,69.21839905,68.13700867,68.62271881,69.62151337,68.30744934,69.24862671,71.06060791,74.43569183,74.0435791,75.71389008,73.49938965,74.84079742,75.76682281,72.86908722,73.11425018,73.11425018
"7","United Arab Emirates","Middle East & North Africa","High income",53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,53.51488113,55.286922833,57.058964536,58.831006239,60.603047942,62.375089645,64.147131348,65.919173051,67.691214754,69.463256457,71.23529816,72.175225833,73.115153506,74.055081179,74.995008852,75.934936525,76.874864198,77.814791871,78.754719544,79.694647217,80.63457489,81.574502563,82.514430236,83.454357909,84.394285582,85.334213255,86.274140928,87.214068601,88.153996274,89.093923947,90.03385162,90.353180691,90.672509762,90.991838833,91.311167904,91.630496975,91.949826046,92.269155117,92.588484188,92.907813259,93.22714233,93.22714233,93.22714233,93.22714233,93.22714233,93.22714233
"8","Argentina","Latin America & Caribbean","Upper middle income",93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,93.91285706,94.1062989709091,94.2997408818182,94.4931827927273,94.6866247036364,94.8800666145455,95.0735085254545,95.2669504363636,95.4603923472727,95.6538342581818,95.8472761690909,96.04071808,96.155977632,96.271237184,96.386496736,96.501756288,96.61701584,96.732275392,96.847534944,96.962794496,97.078054048,97.1933136,97.47681122,97.76030884,98.04380646,98.32730408,98.6108017,98.7350082433333,98.8592147866667,98.98342133,98.95497131,99.10832977,99.10523224,99.12194824,98.99388885,99.17996216,99.12500763,99.064437865,99.0038681,99.0038681,99.0038681
"9","Armenia","Europe & Central Asia","Upper middle income",98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.75196075,98.8059774991667,98.8599942483333,98.9140109975,98.9680277466667,99.0220444958333,99.076061245,99.1300779941667,99.1840947433333,99.2381114925,99.2921282416667,99.3461449908333,99.40016174,99.434586331,99.469010922,99.503435513,99.537860104,99.572284695,99.606709286,99.641133877,99.675558468,99.709983059,99.74440765,99.74301783,99.74162801,99.74023819,99.73884837,99.73745855,99.73606873,99.73606873,99.73606873,99.73606873
"10","American Samoa","East Asia & Pacific","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.34416199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
